ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,FLAG_UNEMPLOYED,YEARS_EMPLOYED,STATUS_TARGET
5011171,F,N,Y,3,543400.0,Working,Secondary / secondary special,Married,House / apartment,-7912,-746,1,0,0,0,Laborers,5,21.66,0,2.04,0
5011172,M,Y,Y,0,494200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8155,-615,1,0,0,0,Laborers,1,22.33,0,1.68,0
5011173,F,N,N,0,187000.0,Working,Secondary / secondary special,Married,House / apartment,-24797,-1562,1,1,1,0,Unknown,2,67.89,0,4.28,0
5011174,F,N,Y,0,595700.0,Working,Secondary / secondary special,Married,House / apartment,-19995,-9488,1,1,1,0,Unknown,2,54.74,0,25.98,0
5011175,F,N,Y,0,243600.0,Pensioner,Higher education,Married,House / apartment,-13232,365243,1,0,1,0,Unknown,2,36.23,1,0.0,1
5011176,F,Y,Y,0,891100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19539,-3676,1,0,1,0,Laborers,1,53.49,0,10.06,0
5011177,F,N,Y,0,262400.0,Working,Incomplete higher,Civil marriage,Rented apartment,-22752,-2580,1,0,0,0,Laborers,2,62.29,0,7.06,0
5011178,F,Y,N,0,325600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23210,-7101,1,0,0,0,Unknown,2,63.55,0,19.44,0
5011179,M,Y,N,1,491600.0,Working,Secondary / secondary special,Married,House / apartment,-7680,-763,1,1,0,0,Laborers,3,21.03,0,2.09,0
5011180,M,N,Y,0,462400.0,Working,Secondary / secondary special,Married,House / apartment,-22248,-1152,1,0,0,0,Laborers,2,60.91,0,3.15,0
5011181,F,N,N,0,315200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22887,-10729,1,0,1,1,Unknown,2,62.66,0,29.37,0
5011182,F,N,Y,2,227500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18182,365243,1,0,1,0,Unknown,4,49.78,1,0.0,1
5011183,F,Y,N,0,315700.0,Working,Secondary / secondary special,Married,House / apartment,-16069,-1471,1,0,0,0,Low-skill Laborers,2,43.99,0,4.03,0
5011184,F,N,Y,1,162300.0,Working,Secondary / secondary special,Widow,House / apartment,-9332,-2641,1,0,1,0,High skill tech staff,2,25.55,0,7.23,0
5011185,F,Y,Y,1,263400.0,Working,Higher education,Married,House / apartment,-11681,-4011,1,0,0,1,Accountants,3,31.98,0,10.98,0
5011186,F,N,Y,0,140200.0,Working,Secondary / secondary special,Married,House / apartment,-16262,-2138,1,0,0,0,Unknown,2,44.52,0,5.85,0
5011187,F,N,Y,0,100200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23104,-3792,1,1,1,0,Sales staff,2,63.26,0,10.38,1
5011188,M,N,Y,0,250400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21972,-777,1,0,0,0,Laborers,2,60.16,0,2.13,0
5011189,F,Y,Y,1,458900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16362,365243,1,0,0,0,Unknown,3,44.8,1,0.0,0
5011190,F,Y,N,0,387800.0,Working,Secondary / secondary special,Married,House / apartment,-21653,-8493,1,1,0,0,Managers,2,59.28,0,23.25,0
5011191,F,N,Y,0,234300.0,Commercial associate,Higher education,Married,House / apartment,-21289,-13131,1,0,0,0,Core staff,2,58.29,0,35.95,0
5011192,F,Y,N,1,584800.0,Working,Secondary / secondary special,Separated,House / apartment,-17879,-6888,1,1,0,0,Unknown,2,48.95,0,18.86,0
5011193,F,N,Y,0,183700.0,Working,Academic degree,Married,House / apartment,-11329,-630,1,0,0,0,Core staff,2,31.02,0,1.72,0
5011194,F,N,Y,1,93600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13660,-3894,1,0,1,0,Laborers,3,37.4,0,10.66,1
5011195,M,Y,N,1,82000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-10301,365243,1,0,1,0,Unknown,2,28.2,1,0.0,0
5011196,F,N,Y,1,135200.0,Working,Higher education,Married,Office apartment,-7436,-59,1,1,0,0,Unknown,3,20.36,0,0.16,0
5011197,M,N,N,1,367200.0,Working,Secondary / secondary special,Married,With parents,-8776,-880,1,0,0,0,Managers,3,24.03,0,2.41,0
5011198,F,Y,N,0,177700.0,Commercial associate,Higher education,Married,House / apartment,-21178,-12803,1,0,0,0,Unknown,2,57.98,0,35.05,0
5011199,M,Y,Y,3,307400.0,Working,Secondary / secondary special,Widow,House / apartment,-7917,-691,1,1,1,0,Unknown,4,21.68,0,1.89,0
5011200,M,Y,Y,0,556000.0,Working,Secondary / secondary special,Married,Municipal apartment,-14607,-6820,1,1,0,0,Private service staff,2,39.99,0,18.67,0
5011201,M,N,Y,0,140800.0,Working,Secondary / secondary special,Married,With parents,-25308,-16797,1,1,1,1,Drivers,2,69.29,0,45.99,0
5011202,F,N,Y,0,310100.0,Commercial associate,Higher education,Married,House / apartment,-21828,-14345,1,0,0,0,Laborers,2,59.76,0,39.27,0
5011203,F,Y,Y,3,319600.0,Working,Secondary / secondary special,Widow,House / apartment,-21013,365243,1,0,0,0,Unknown,4,57.53,1,0.0,0
5011204,M,Y,N,1,158800.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12322,-483,1,0,1,0,Managers,2,33.74,0,1.32,0
5011205,M,N,Y,1,480500.0,Working,Lower secondary,Married,House / apartment,-19025,-5278,1,0,0,0,Laborers,3,52.09,0,14.45,0
5011206,F,N,Y,0,211400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16413,-1644,1,0,1,0,Laborers,1,44.94,0,4.5,0
5011207,M,N,Y,1,201500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18698,-7443,1,0,0,0,High skill tech staff,3,51.19,0,20.38,0
5011208,F,Y,N,1,701700.0,Working,Lower secondary,Single / not married,Co-op apartment,-15264,-5164,1,0,0,0,Drivers,2,41.79,0,14.14,0
5011209,F,Y,Y,0,317100.0,Working,Secondary / secondary special,Married,House / apartment,-17002,-6267,1,1,0,0,Unknown,2,46.55,0,17.16,0
5011210,F,N,Y,0,387700.0,Working,Secondary / secondary special,Married,Municipal apartment,-25356,-4982,1,0,1,0,Core staff,2,69.42,0,13.64,0
5011211,M,N,Y,0,480700.0,Working,Higher education,Married,House / apartment,-13319,-4863,1,0,1,0,Laborers,2,36.47,0,13.31,0
5011212,F,Y,N,0,176400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11258,365243,1,0,0,0,Unknown,1,30.82,1,0.0,0
5011213,F,N,N,0,456100.0,Working,Secondary / secondary special,Married,House / apartment,-15496,-4476,1,0,1,0,Managers,2,42.43,0,12.25,0
5011214,F,N,Y,0,190000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16880,365243,1,0,0,0,Unknown,2,46.21,1,0.0,0
5011215,M,N,N,0,185900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8869,365243,1,0,1,0,Unknown,2,24.28,1,0.0,0
5011216,F,Y,Y,0,213100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22024,-7075,1,1,0,0,Unknown,2,60.3,0,19.37,0
5011217,M,N,N,0,178900.0,Working,Secondary / secondary special,Married,Rented apartment,-15013,-4003,1,1,0,0,Sales staff,2,41.1,0,10.96,0
5011218,F,N,Y,0,368300.0,Working,Secondary / secondary special,Married,House / apartment,-14851,-3907,1,0,0,0,Unknown,2,40.66,0,10.7,0
5011219,F,N,Y,2,279000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19337,-2368,1,0,1,0,Unknown,4,52.94,0,6.48,0
5011220,F,Y,Y,0,191000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21426,-1721,1,0,0,0,Laborers,1,58.66,0,4.71,0
5011221,M,Y,Y,0,342100.0,Working,Secondary / secondary special,Separated,House / apartment,-25311,-18652,1,0,0,0,Sales staff,1,69.3,0,51.07,0
5011222,M,Y,N,0,212800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10474,365243,1,0,0,0,Unknown,2,28.68,1,0.0,0
5011223,F,N,Y,0,207200.0,Working,Secondary / secondary special,Married,House / apartment,-13616,-4125,1,1,0,0,Unknown,2,37.28,0,11.29,0
5011224,M,Y,N,2,250100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10378,-1994,1,1,0,0,Unknown,3,28.41,0,5.46,0
5011225,M,N,Y,0,307800.0,Working,Secondary / secondary special,Married,House / apartment,-23392,-7105,1,0,0,1,Core staff,2,64.04,0,19.45,0
5011226,F,Y,Y,0,296700.0,Working,Secondary / secondary special,Married,House / apartment,-17322,-9377,1,0,1,0,Unknown,2,47.43,0,25.67,0
5011227,F,N,Y,2,203600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22873,365243,1,0,0,1,Unknown,4,62.62,1,0.0,0
5011228,M,N,Y,0,372900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-25298,-4905,1,0,1,0,Unknown,1,69.26,0,13.43,0
5011229,F,Y,N,0,218400.0,Working,Secondary / secondary special,Married,House / apartment,-17353,-6426,1,1,0,0,Laborers,2,47.51,0,17.59,0
5011230,M,Y,Y,0,176000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9463,365243,1,0,0,0,Unknown,2,25.91,1,0.0,1
5011231,F,Y,Y,0,117200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13903,365243,1,0,0,0,Unknown,2,38.06,1,0.0,0
5011232,M,N,Y,3,399100.0,Commercial associate,Incomplete higher,Married,House / apartment,-7966,-1243,1,1,0,0,High skill tech staff,5,21.81,0,3.4,0
5011233,F,N,Y,0,245600.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-22815,365243,1,0,0,0,Unknown,1,62.46,1,0.0,0
5011234,F,Y,N,2,271300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7632,-718,1,0,0,0,Laborers,4,20.9,0,1.97,0
5011235,F,N,Y,4,411800.0,Working,Higher education,Married,House / apartment,-18120,-3323,1,0,0,0,Core staff,6,49.61,0,9.1,0
5011236,F,Y,N,0,192300.0,Working,Secondary / secondary special,Married,House / apartment,-9243,-1811,1,0,0,0,Drivers,2,25.31,0,4.96,0
5011237,M,Y,Y,0,122800.0,Working,Higher education,Married,House / apartment,-7443,-277,1,0,0,0,Unknown,2,20.38,0,0.76,0
5011238,F,Y,Y,0,252800.0,Commercial associate,Incomplete higher,Separated,House / apartment,-11983,-4282,1,0,0,0,Sales staff,1,32.81,0,11.72,0
5011239,F,N,N,0,284800.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-17383,365243,1,1,1,1,Unknown,1,47.59,1,0.0,0
5011240,F,Y,Y,0,214100.0,Commercial associate,Higher education,Married,House / apartment,-8676,-1332,1,0,0,0,Laborers,2,23.75,0,3.65,0
5011241,M,Y,Y,0,510100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18534,365243,1,0,1,0,Unknown,2,50.74,1,0.0,0
5011242,F,Y,Y,0,70400.0,Working,Secondary / secondary special,Married,House / apartment,-19577,-3431,1,0,0,0,Unknown,2,53.6,0,9.39,0
5011243,M,Y,Y,2,427400.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-25014,-11156,1,1,0,0,Laborers,4,68.48,0,30.54,0
5011244,F,N,N,0,362600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23733,-16304,1,1,0,0,Laborers,2,64.98,0,44.64,0
5011245,F,Y,Y,0,306800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17656,-8804,1,1,1,0,Laborers,2,48.34,0,24.1,0
5011246,F,Y,N,1,46100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21794,-14199,1,0,0,0,Security staff,2,59.67,0,38.87,0
5011247,F,N,Y,0,463900.0,Working,Higher education,Single / not married,House / apartment,-13946,-4026,1,0,0,0,Unknown,1,38.18,0,11.02,0
5011248,F,Y,Y,0,146100.0,Working,Secondary / secondary special,Married,House / apartment,-18002,-2256,1,0,0,0,Drivers,2,49.29,0,6.18,0
5011249,M,N,Y,0,189400.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14671,-3827,1,1,1,0,Laborers,1,40.17,0,10.48,0
5011250,M,N,Y,0,224200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13460,-3213,1,0,0,0,Unknown,2,36.85,0,8.8,0
5011251,M,Y,N,0,299300.0,Working,Secondary / secondary special,Married,House / apartment,-20594,-12954,1,0,0,0,Unknown,2,56.38,0,35.47,0
5011252,M,N,Y,0,336100.0,Working,Secondary / secondary special,Separated,House / apartment,-12723,-309,1,0,0,1,Laborers,1,34.83,0,0.85,0
5011253,M,Y,Y,0,381500.0,Working,Higher education,Single / not married,House / apartment,-14255,-294,1,0,0,0,Core staff,1,39.03,0,0.8,1
5011254,M,N,N,3,367100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14010,365243,1,0,0,0,Unknown,5,38.36,1,0.0,0
5011255,F,N,N,0,277000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-23201,-5634,1,0,1,0,High skill tech staff,1,63.52,0,15.43,0
5011256,F,Y,Y,0,300600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10417,365243,1,0,0,0,Unknown,2,28.52,1,0.0,0
5011257,M,N,N,0,141500.0,Working,Secondary / secondary special,Married,House / apartment,-14272,-1881,1,0,0,0,Laborers,2,39.07,0,5.15,0
5011258,F,N,Y,0,167700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23520,-6674,1,0,0,1,Managers,2,64.39,0,18.27,0
5011259,M,N,Y,0,382000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-7584,365243,1,0,0,1,Unknown,2,20.76,1,0.0,1
5011260,F,N,Y,2,371000.0,State servant,Secondary / secondary special,Married,House / apartment,-24615,-16109,1,0,0,0,Managers,4,67.39,0,44.1,0
5011261,F,N,Y,0,350600.0,State servant,Secondary / secondary special,Married,House / apartment,-23721,-10367,1,0,0,0,Drivers,2,64.94,0,28.38,1
5011262,F,Y,Y,0,188800.0,Commercial associate,Higher education,Married,House / apartment,-14936,-5701,1,0,0,0,Unknown,2,40.89,0,15.61,0
5011263,F,Y,Y,0,384900.0,Working,Higher education,Married,House / apartment,-19231,-6631,1,1,0,0,Unknown,2,52.65,0,18.15,0
5011264,F,N,Y,0,136600.0,Working,Secondary / secondary special,Married,House / apartment,-25404,-9251,1,0,1,0,Unknown,2,69.55,0,25.33,0
5011265,F,Y,N,0,418400.0,Pensioner,Higher education,Married,House / apartment,-17440,365243,1,1,1,0,Unknown,2,47.75,1,0.0,0
5011266,F,N,N,0,214300.0,Pensioner,Higher education,Married,House / apartment,-9075,365243,1,0,0,0,Unknown,2,24.85,1,0.0,0
5011267,F,Y,N,0,566700.0,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-22895,-800,1,0,0,1,Cooking staff,2,62.68,0,2.19,0
5011268,F,Y,Y,0,114100.0,Working,Secondary / secondary special,Married,House / apartment,-9755,-1263,1,0,0,1,Cooking staff,2,26.71,0,3.46,0
5011269,M,Y,Y,0,589600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12003,-1036,1,1,0,0,Sales staff,2,32.86,0,2.84,0
5011270,F,N,Y,0,203800.0,Working,Secondary / secondary special,Married,Municipal apartment,-23258,-11644,1,0,1,0,Unknown,2,63.68,0,31.88,0
5011271,M,N,Y,0,201900.0,Working,Secondary / secondary special,Married,House / apartment,-11981,-2947,1,0,0,0,Core staff,2,32.8,0,8.07,0
5011272,F,N,Y,3,269100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20912,-10782,1,1,1,0,Drivers,4,57.25,0,29.52,0
5011273,F,Y,Y,0,172300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15481,365243,1,0,0,0,Unknown,2,42.38,1,0.0,0
5011274,M,N,N,1,235500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21180,-12776,1,1,1,0,Unknown,2,57.99,0,34.98,0
5011275,F,Y,Y,0,168800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11548,-698,1,0,0,0,Unknown,2,31.62,0,1.91,0
5011276,F,N,Y,0,171900.0,Working,Secondary / secondary special,Married,House / apartment,-14967,-374,1,0,0,0,Laborers,2,40.98,0,1.02,0
5011277,F,N,Y,0,311400.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-13115,-2694,1,1,0,0,Core staff,2,35.91,0,7.38,0
5011278,F,Y,Y,0,155500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11853,-952,1,0,0,0,Laborers,2,32.45,0,2.61,0
5011279,F,N,Y,0,166300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13047,365243,1,0,1,0,Unknown,2,35.72,1,0.0,1
5011280,M,N,Y,0,122900.0,Working,Higher education,Married,House / apartment,-13204,-1275,1,0,1,0,Security staff,2,36.15,0,3.49,0
5011281,F,Y,Y,1,189800.0,Working,Secondary / secondary special,Married,House / apartment,-24753,-9625,1,0,1,0,Cooking staff,3,67.77,0,26.35,0
5011282,M,N,Y,0,470400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17043,365243,1,0,0,0,Unknown,2,46.66,1,0.0,1
5011283,F,N,Y,0,159900.0,Working,Secondary / secondary special,Married,House / apartment,-15743,-5928,1,0,1,0,Core staff,2,43.1,0,16.23,0
5011284,M,Y,N,0,169300.0,Working,Secondary / secondary special,Married,House / apartment,-16497,-8942,1,0,1,0,Sales staff,2,45.17,0,24.48,0
5011285,F,Y,N,1,269000.0,Working,Secondary / secondary special,Married,House / apartment,-25497,-9656,1,0,0,0,Unknown,3,69.81,0,26.44,0
5011286,F,N,Y,1,202800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19241,-11282,1,0,0,0,Laborers,3,52.68,0,30.89,0
5011287,M,N,Y,0,743800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20152,-5283,1,0,0,0,Unknown,2,55.17,0,14.46,0
5011288,F,N,N,1,225100.0,Working,Secondary / secondary special,Married,With parents,-13033,-242,1,0,0,0,Core staff,3,35.68,0,0.66,0
5011289,F,N,Y,0,288700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15916,365243,1,0,1,1,Unknown,2,43.58,1,0.0,0
5011290,F,N,Y,0,391300.0,Working,Secondary / secondary special,Married,House / apartment,-10666,-1650,1,1,0,0,Medicine staff,2,29.2,0,4.52,0
5011291,F,N,Y,0,387600.0,Working,Higher education,Married,House / apartment,-19818,-8097,1,0,0,0,Unknown,2,54.26,0,22.17,0
5011292,F,N,Y,1,274300.0,Working,Secondary / secondary special,Married,Municipal apartment,-13596,-3282,1,1,0,0,Core staff,3,37.22,0,8.99,0
5011293,F,N,N,2,225200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20971,-4407,1,0,0,0,Sales staff,4,57.42,0,12.07,0
5011294,M,Y,N,2,671600.0,Working,Secondary / secondary special,Married,House / apartment,-11198,-514,1,0,0,0,Core staff,4,30.66,0,1.41,0
5011295,M,Y,Y,0,232300.0,Pensioner,Higher education,Married,House / apartment,-14674,365243,1,0,0,0,Unknown,2,40.18,1,0.0,0
5011296,F,Y,Y,2,195800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15910,-9244,1,0,0,0,Laborers,4,43.56,0,25.31,0
5011297,F,N,Y,0,176800.0,Working,Secondary / secondary special,Married,House / apartment,-10346,-2667,1,0,0,0,Laborers,2,28.33,0,7.3,0
5011298,F,N,Y,0,103000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8576,365243,1,0,0,0,Unknown,2,23.48,1,0.0,0
5011299,F,Y,N,0,368200.0,Working,Secondary / secondary special,Married,House / apartment,-13095,-1569,1,0,1,0,Core staff,2,35.85,0,4.3,0
5011300,F,Y,Y,0,75500.0,Working,Secondary / secondary special,Married,Rented apartment,-17256,-6740,1,0,1,0,Drivers,2,47.24,0,18.45,0
5011301,F,N,Y,0,243400.0,Commercial associate,Incomplete higher,Married,House / apartment,-19225,-604,1,0,0,0,Managers,2,52.64,0,1.65,0
5011302,F,Y,N,0,220400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15072,-7313,1,0,1,0,Managers,2,41.26,0,20.02,0
5011303,F,N,N,2,748200.0,Working,Incomplete higher,Married,House / apartment,-16441,-6344,1,0,0,0,Unknown,4,45.01,0,17.37,0
5011304,F,N,N,0,97700.0,Working,Secondary / secondary special,Married,House / apartment,-17225,-9402,1,0,0,0,Sales staff,2,47.16,0,25.74,0
5011305,F,N,Y,0,155600.0,Working,Higher education,Civil marriage,House / apartment,-16654,-4985,1,0,1,0,Medicine staff,2,45.6,0,13.65,1
5011306,F,Y,Y,2,228100.0,Working,Secondary / secondary special,Married,House / apartment,-8955,-21,1,0,0,0,IT staff,4,24.52,0,0.06,0
5011307,F,Y,Y,0,221200.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-14701,-6430,1,1,1,0,Managers,2,40.25,0,17.6,0
5011308,M,N,Y,0,185500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11037,-1594,1,0,0,0,Unknown,2,30.22,0,4.36,0
5011309,M,N,N,0,234400.0,Working,Secondary / secondary special,Married,House / apartment,-17052,-2219,1,0,0,0,Laborers,2,46.69,0,6.08,0
5011310,F,N,Y,0,130100.0,Working,Secondary / secondary special,Married,House / apartment,-21149,-10874,1,1,0,1,Laborers,2,57.9,0,29.77,0
5011311,F,Y,N,0,291900.0,Working,Secondary / secondary special,Married,House / apartment,-17888,-4614,1,0,0,0,Sales staff,2,48.97,0,12.63,0
5011312,F,N,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-11356,-909,1,0,0,0,Managers,2,31.09,0,2.49,0
5011313,F,N,N,1,241000.0,Working,Secondary / secondary special,Married,House / apartment,-11099,-3703,1,0,0,1,Laborers,3,30.39,0,10.14,0
