ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5011708,F,Y,N,0,147100.0,Working,Secondary / secondary special,Married,House / apartment,-24415,-16126,1,1,0,0,Laborers,2.0
5011709,M,N,Y,2,170000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20255,-10778,1,0,0,0,Managers,4.0
5011710,F,Y,Y,0,210000.0,Working,Secondary / secondary special,Married,House / apartment,-13794,-1308,1,0,0,0,Accountants,2.0
5011711,M,N,N,0,206100.0,Commercial associate,Higher education,Married,House / apartment,-18264,-10472,1,1,0,0,High skill tech staff,2.0
5011712,M,Y,N,0,262000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23532,365243,1,0,1,0,,1.0
5011713,M,N,N,0,347000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12236,-1773,1,0,1,0,Core staff,2.0
5011714,M,N,Y,0,203100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9464,-547,1,1,0,0,,2.0
5011715,M,N,N,0,297500.0,Working,Secondary / secondary special,Married,House / apartment,-9693,-334,1,1,0,0,,2.0
5011716,F,N,N,0,245900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16342,-5872,1,0,0,0,,1.0
5011717,F,Y,Y,2,389700.0,Working,Secondary / secondary special,Married,House / apartment,-20676,-11814,1,0,1,1,Managers,4.0
5011718,M,Y,N,0,222200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19308,365243,1,1,0,0,,2.0
5011719,F,Y,Y,0,234700.0,Working,Secondary / secondary special,Married,House / apartment,-15594,-2744,1,1,0,0,Sales staff,2.0
5011720,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-20624,-2431,1,0,0,0,,2.0
5011721,F,Y,Y,1,225100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18883,365243,1,1,0,0,,3.0
5011722,F,Y,Y,0,165000.0,Working,Secondary / secondary special,Married,House / apartment,-18778,-1344,1,0,0,0,,2.0
5011723,M,N,Y,1,157000.0,Working,Secondary / secondary special,Married,Rented apartment,-11001,-749,1,0,0,0,Security staff,3.0
5011724,M,N,N,0,359800.0,Working,Incomplete higher,Single / not married,House / apartment,-13014,-4510,1,1,1,0,,1.0
5011725,F,N,Y,2,142000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13595,-611,1,0,0,0,Core staff,3.0
5011726,F,Y,Y,0,208100.0,Working,Secondary / secondary special,Married,House / apartment,-22065,-13644,1,0,0,0,,2.0
5011727,M,Y,N,0,405600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21460,365243,1,0,1,0,,2.0
5011728,F,N,Y,0,204700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11919,-5340,1,0,1,0,High skill tech staff,1.0
5011729,F,Y,Y,1,369500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8312,-368,1,1,0,0,Laborers,3.0
5011730,F,N,Y,0,181700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21327,-127,1,0,0,0,Sales staff,1.0
5011731,F,N,Y,0,144300.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14790,-2206,1,0,0,0,Managers,2.0
5011732,F,N,Y,0,110000.0,Working,Secondary / secondary special,Married,House / apartment,-11319,-2959,1,0,1,0,Laborers,2.0
5011733,F,Y,N,1,470600.0,Working,Secondary / secondary special,Married,House / apartment,-9442,-717,1,0,1,0,Sales staff,3.0
5011734,F,N,Y,1,138300.0,Pensioner,Higher education,Widow,House / apartment,-7539,365243,1,0,0,0,,2.0
5011735,F,N,N,0,354700.0,Working,Secondary / secondary special,Separated,House / apartment,-15116,-1005,1,0,1,0,Laborers,1.0
5011736,M,N,Y,0,148100.0,Working,Higher education,Married,House / apartment,-13510,-6376,1,0,0,0,Laborers,2.0
5011737,F,Y,Y,0,471700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20024,-1570,1,1,0,0,,2.0
5011738,F,Y,Y,1,735900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-25141,365243,1,0,0,0,,3.0
5011739,M,Y,N,1,105100.0,Working,Secondary / secondary special,Married,House / apartment,-11081,-209,1,0,0,0,Managers,3.0
5011740,F,N,Y,0,141900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11743,-983,1,1,0,0,Laborers,1.0
5011741,F,N,Y,0,359300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13465,-1712,1,0,0,0,Sales staff,1.0
5011742,F,Y,Y,2,315500.0,Working,Higher education,Married,House / apartment,-15814,-4816,1,0,0,0,Core staff,4.0
5011743,M,N,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20047,-12745,1,0,0,0,Laborers,3.0
5011744,M,Y,Y,0,183200.0,Pensioner,Higher education,Single / not married,Municipal apartment,-13734,365243,1,0,0,0,,1.0
5011745,F,N,Y,0,659500.0,State servant,Secondary / secondary special,Married,House / apartment,-9208,-935,1,0,1,0,Security staff,2.0
5011746,M,N,Y,0,259000.0,Working,Secondary / secondary special,Married,House / apartment,-20643,-8929,1,0,0,0,,2.0
5011747,F,Y,N,0,132900.0,Commercial associate,Higher education,Married,House / apartment,-21817,-11655,1,1,1,1,HR staff,2.0
5011748,F,Y,Y,0,215100.0,Working,Secondary / secondary special,Married,House / apartment,-11828,-4693,1,0,0,0,Laborers,2.0
5011749,M,Y,Y,0,133700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9803,-413,1,0,1,0,Laborers,1.0
5011750,F,N,Y,0,540900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16944,-3000,1,0,0,0,,2.0
5011751,F,N,Y,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,-11109,-1362,1,0,0,0,Managers,2.0
5011752,F,N,N,0,312300.0,Working,Higher education,Married,House / apartment,-14138,-5813,1,1,0,0,Laborers,2.0
5011753,F,Y,Y,0,192900.0,Working,Secondary / secondary special,Married,House / apartment,-21502,-3463,1,1,0,0,,2.0
5011754,F,N,Y,1,179500.0,Working,Secondary / secondary special,Married,House / apartment,-11316,-2038,1,0,0,0,Managers,3.0
5011755,F,Y,N,0,93900.0,Working,Higher education,Single / not married,House / apartment,-22029,-1194,1,1,0,0,Core staff,1.0
5011756,F,N,Y,0,329200.0,Working,Higher education,Married,House / apartment,-19614,-12032,1,1,1,0,Drivers,2.0
5011757,F,Y,Y,0,467500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11318,-286,1,0,1,0,Drivers,1.0
5011758,F,N,Y,1,154400.0,Working,Secondary / secondary special,Married,House / apartment,-16918,-1152,1,0,0,0,Laborers,3.0
5011759,F,N,N,1,112700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18519,-9697,1,1,1,1,Private service staff,3.0
5011760,F,N,N,0,364800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10963,365243,1,1,0,0,,2.0
5011761,F,N,N,2,107200.0,Working,Secondary / secondary special,Married,House / apartment,-9952,-959,1,1,1,0,Managers,4.0
5011762,M,Y,Y,0,449200.0,Working,Secondary / secondary special,Married,House / apartment,-17005,-9117,1,0,0,0,,2.0
5011763,F,Y,N,2,155300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19976,-10431,1,0,0,0,Managers,4.0
5011764,M,N,Y,0,140600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15798,-6239,1,1,0,0,IT staff,2.0
5011765,M,Y,Y,0,276400.0,Working,Secondary / secondary special,Widow,House / apartment,-8584,-53,1,0,0,1,Laborers,1.0
5011766,M,Y,N,0,145300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24202,-13171,1,0,0,0,Core staff,2.0
5011767,F,N,Y,0,171400.0,Working,Secondary / secondary special,Married,House / apartment,-19997,-1781,1,1,0,0,Sales staff,2.0
5011768,F,N,Y,0,291400.0,Working,Secondary / secondary special,Married,House / apartment,-18650,-949,1,0,1,0,,2.0
5011769,F,Y,Y,1,72500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19059,-10704,1,0,0,0,Laborers,3.0
5011770,F,Y,Y,1,555000.0,Working,Secondary / secondary special,Married,House / apartment,-14585,-167,1,0,0,0,Core staff,3.0
5011771,F,Y,N,0,249500.0,Working,Secondary / secondary special,Married,Municipal apartment,-25283,-11681,1,0,0,0,Core staff,2.0
5011772,F,N,Y,0,127900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9728,-2645,1,1,0,0,Drivers,2.0
5011773,F,N,Y,0,146800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20804,-5947,1,1,0,0,,2.0
5011774,F,N,Y,0,400800.0,Working,Higher education,Married,House / apartment,-14991,-6944,1,0,0,0,Drivers,2.0
5011775,M,N,N,0,329700.0,State servant,Higher education,Married,House / apartment,-23396,-12591,1,0,0,0,,2.0
5011776,F,Y,N,0,488400.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20404,-9134,1,0,0,0,Laborers,2.0
5011777,F,N,Y,1,173500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-17573,-2711,1,0,0,0,,3.0
5011778,F,N,N,0,283200.0,Working,Higher education,Single / not married,House / apartment,-24430,-10541,1,0,0,0,Sales staff,1.0
5011779,M,Y,N,0,302200.0,Commercial associate,Higher education,Married,House / apartment,-23968,-2339,1,1,0,0,,2.0
5011780,F,N,Y,0,345600.0,Pensioner,Incomplete higher,Widow,House / apartment,-8261,365243,1,1,0,0,,1.0
5011781,M,N,Y,0,429000.0,Working,Secondary / secondary special,Separated,House / apartment,-10822,-158,1,1,1,0,,1.0
5011782,F,N,Y,0,170600.0,Commercial associate,Higher education,Single / not married,House / apartment,-19651,-4196,1,1,0,0,,1.0
5011783,F,N,N,1,230600.0,Working,Secondary / secondary special,Married,House / apartment,-24140,-16956,1,0,0,0,,3.0
5011784,F,Y,Y,0,179900.0,Working,Secondary / secondary special,Married,House / apartment,-15164,-1451,1,0,0,0,,2.0
5011785,M,Y,Y,0,237800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8005,-606,1,1,1,0,,1.0
5011786,F,N,Y,1,346200.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19053,-12047,1,0,0,0,,3.0
5011787,F,Y,N,0,106800.0,Working,Secondary / secondary special,Married,House / apartment,-10860,-3486,1,0,0,0,Cleaning staff,2.0
5011788,F,N,Y,1,425100.0,Working,Secondary / secondary special,Married,House / apartment,-17392,-7148,1,1,0,0,Laborers,3.0
5011789,F,N,N,0,138100.0,Working,Higher education,Married,House / apartment,-14330,-6999,1,0,0,0,,2.0
5011790,M,N,N,0,209400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17496,365243,1,1,0,0,,2.0
5011791,F,N,Y,1,454700.0,Commercial associate,Higher education,Single / not married,House / apartment,-24334,-16017,1,0,0,0,,2.0
5011792,F,N,Y,1,287600.0,Working,Secondary / secondary special,Married,House / apartment,-16177,-2574,1,0,0,0,,3.0
5011793,F,N,Y,0,289300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7936,365243,1,0,0,0,,2.0
5011794,M,N,N,0,135300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17914,-3185,1,1,0,0,IT staff,1.0
5011795,F,Y,Y,1,144800.0,Working,Secondary / secondary special,Married,House / apartment,-13254,-5453,1,1,0,0,Sales staff,3.0
5011796,F,Y,Y,0,390900.0,Working,Higher education,Married,House / apartment,-21516,-2736,1,0,0,0,Laborers,2.0
5011797,F,Y,Y,0,181800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15887,-4145,1,1,1,0,Managers,1.0
5011798,M,Y,Y,1,190600.0,Working,Secondary / secondary special,Married,House / apartment,-20844,-13175,1,0,0,0,Sales staff,3.0
5011799,F,Y,N,0,395300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23902,-767,1,0,0,0,Sales staff,2.0
5011800,M,Y,Y,1,144400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13921,-6706,1,0,0,0,Core staff,2.0
5011801,M,N,N,1,279300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-25374,-10870,1,0,1,1,,2.0
5011802,M,N,Y,0,249400.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10041,-2553,1,0,1,0,,2.0
5011803,F,Y,Y,1,243800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19065,-7445,1,1,0,0,Managers,3.0
5011804,F,N,N,0,188400.0,Working,Secondary / secondary special,Married,House / apartment,-7940,365243,1,0,1,0,,2.0
5011805,F,N,Y,0,182700.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11196,-749,1,0,0,0,Sales staff,2.0
5011806,M,Y,N,0,142400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18879,-10587,1,0,1,0,Laborers,2.0
5011807,F,N,Y,1,310800.0,State servant,Secondary / secondary special,Married,House / apartment,-8149,-1188,1,0,1,0,Managers,3.0
5011808,F,N,Y,1,174800.0,Working,Higher education,Married,Office apartment,-9164,-598,1,0,1,0,Laborers,3.0
5011809,F,Y,Y,0,396300.0,Working,Higher education,Married,House / apartment,-12620,-1873,1,0,0,0,Cleaning staff,2.0
5011810,F,N,N,0,218200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17818,-2843,1,0,0,0,,2.0
5011811,M,Y,N,2,143800.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-7597,-814,1,1,0,0,Sales staff,4.0
5011812,F,N,Y,0,216800.0,Working,Secondary / secondary special,Married,House / apartment,-16114,-4380,1,0,0,0,High skill tech staff,2.0
5011813,M,Y,Y,0,198800.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-18733,-3409,1,1,0,0,,1.0
5011814,F,N,Y,0,404300.0,Working,Secondary / secondary special,Married,House / apartment,-14656,-7871,1,0,0,0,,2.0
5011815,M,N,Y,3,203000.0,State servant,Higher education,Married,House / apartment,-8540,-569,1,0,0,0,,5.0
5011816,M,N,N,1,212600.0,Working,Higher education,Married,With parents,-18461,-11677,1,1,0,0,Private service staff,3.0
5011817,F,Y,Y,1,494500.0,Working,Secondary / secondary special,Married,House / apartment,-18369,-9581,1,0,0,0,,3.0
5011818,F,N,N,0,314800.0,Working,Secondary / secondary special,Separated,House / apartment,-16547,-8582,1,1,0,0,Sales staff,1.0
5011819,M,N,Y,1,560600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19964,-3244,1,0,1,0,,2.0
5011820,F,N,N,0,458200.0,Working,Higher education,Civil marriage,House / apartment,-11100,-3809,1,0,0,0,,2.0
5011821,F,N,Y,1,156700.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19697,-9369,1,0,1,1,Managers,3.0
5011822,M,N,Y,0,400500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-10254,365243,1,0,0,0,,1.0
5011823,F,N,N,0,523400.0,Working,Secondary / secondary special,Married,House / apartment,-14477,-7409,1,0,0,0,,2.0
5011824,M,N,Y,0,525400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8539,-436,1,1,0,0,Laborers,2.0
5011825,F,N,N,0,400100.0,Working,Secondary / secondary special,Married,House / apartment,-22264,-2397,1,0,0,0,Sales staff,2.0
5011826,F,N,N,1,396000.0,Working,Secondary / secondary special,Married,House / apartment,-17134,-4834,1,0,0,0,Laborers,3.0
5011827,M,N,Y,2,209800.0,Working,Secondary / secondary special,Married,House / apartment,-25039,-753,1,1,0,0,,4.0
5011828,M,Y,Y,0,160600.0,Working,Secondary / secondary special,Married,House / apartment,-24514,-14491,1,0,1,0,,2.0
5011829,F,N,Y,1,204700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25541,-6259,1,0,1,0,,3.0
5011830,F,N,Y,0,106200.0,Working,Secondary / secondary special,Married,House / apartment,-9154,-473,1,1,0,0,Laborers,2.0
5011831,F,Y,Y,1,477800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18383,365243,1,1,0,0,,3.0
5011832,F,N,Y,1,211900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14748,-7820,1,1,0,0,High skill tech staff,3.0
5011833,F,N,Y,1,465600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17033,-8178,1,0,0,0,Drivers,2.0
5011834,M,Y,Y,0,131900.0,State servant,Higher education,Married,House / apartment,-12944,-17,1,0,0,0,Laborers,2.0
5011835,F,N,Y,0,419500.0,State servant,Secondary / secondary special,Widow,House / apartment,-8183,-660,1,0,0,0,,1.0
5011836,F,Y,Y,1,190600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20230,-10225,1,1,0,0,,3.0
5011837,M,Y,Y,0,128400.0,Working,Secondary / secondary special,Married,House / apartment,-24943,-8042,1,1,0,0,Core staff,2.0
5011838,M,N,Y,1,550700.0,Working,Secondary / secondary special,Married,House / apartment,-17028,-4185,1,0,0,0,Sales staff,3.0
5011839,M,Y,Y,2,424700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13324,-4305,1,0,1,0,,4.0
5011840,F,Y,Y,0,271400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-24440,-2819,1,0,1,1,Sales staff,1.0
5011841,F,N,Y,1,248300.0,State servant,Higher education,Married,House / apartment,-13965,-5053,1,0,0,1,Laborers,3.0
5011842,M,Y,Y,1,304100.0,Working,Secondary / secondary special,Married,House / apartment,-24007,-17412,1,0,0,0,,3.0
5011843,F,N,N,0,269100.0,Working,Higher education,Married,House / apartment,-22932,-1166,1,0,0,0,,2.0
5011844,M,N,Y,0,164300.0,Working,Secondary / secondary special,Married,House / apartment,-16961,-9044,1,0,1,0,Drivers,2.0
5011845,F,Y,Y,1,198700.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-19666,365243,1,1,1,0,,2.0
5011846,M,Y,N,0,650700.0,Working,Secondary / secondary special,Married,House / apartment,-20095,-326,1,0,0,0,Core staff,2.0
5011847,F,N,N,0,928700.0,Working,Higher education,Married,House / apartment,-19013,-4030,1,0,0,0,Drivers,2.0
5011848,F,N,Y,1,533300.0,Working,Incomplete higher,Married,Municipal apartment,-10241,-9,1,0,1,1,High skill tech staff,3.0
5011849,F,Y,Y,0,310100.0,Working,Higher education,Single / not married,House / apartment,-19957,-11440,1,0,0,0,,1.0
5011850,F,N,Y,1,206200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7364,-65,1,0,1,0,,2.0
5011851,M,Y,Y,0,163800.0,Working,Secondary / secondary special,Married,With parents,-20272,-13066,1,0,0,0,,2.0
5011852,F,N,N,0,169300.0,Working,Secondary / secondary special,Married,House / apartment,-17438,-344,1,1,0,0,Private service staff,2.0
5011853,M,Y,Y,2,185100.0,Working,Secondary / secondary special,Married,House / apartment,-12049,-3531,1,0,0,0,,4.0
5011854,M,Y,N,0,715700.0,State servant,Secondary / secondary special,Married,House / apartment,-21984,-14861,1,1,0,0,Managers,2.0
5011855,F,Y,Y,1,602400.0,State servant,Secondary / secondary special,Separated,House / apartment,-14706,-3232,1,0,0,0,,2.0
5011856,M,N,N,1,354500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16177,-1389,1,1,1,0,Sales staff,3.0
5011857,M,N,Y,1,151000.0,Working,Secondary / secondary special,Married,House / apartment,-7810,-550,1,0,0,0,Laborers,3.0
5011858,F,N,Y,0,381500.0,Working,Secondary / secondary special,Married,House / apartment,-14634,-7382,1,0,0,0,,2.0
